,coin,depositAllEnable,withdrawAllEnable,name,free,locked,freeze,withdrawing,ipoing,ipoable,storage,isLegalMoney,trading,networkList
136,LUNA,True,True,Terra,0,0,0,0,0,0,0,False,True,"[{'network': 'LUNA', 'coin': 'LUNA', 'withdrawIntegerMultiple': '0.000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both MEMO and an Address are required to successfully deposit your LUNA to Binance', 'specialWithdrawTips': '', 'name': 'Terra', 'resetAddressStatus': False, 'addressRegex': '^(terra1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.05', 'withdrawMin': '10', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 10, 'busy': False}]"
137,ETHDOWN,False,False,ETHDOWN,0,0,0,0,0,0,0,False,True,"[{'network': 'ETF', 'coin': 'ETHDOWN', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
138,FUSDC,True,True,Fantom USD Coin,0,0,0,0,0,0,0,False,False,"[{'network': 'FTM', 'coin': 'FUSDC', 'withdrawIntegerMultiple': '0.000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Fantom', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '1', 'withdrawMin': '4', 'withdrawMax': '1000000000', 'minConfirm': 1, 'unLockConfirm': 5, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
139,BCHA,True,True,Bitcoin Cash ABC,0,0,0,0,0,0,0,False,False,"[{'network': 'BSC', 'coin': 'BCHA', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.003', 'withdrawMin': '0.006', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'BCHA', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BEP2 tokens to Binance.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.005', 'withdrawMin': '0.01', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
140,EON,False,True,EOS Network,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'EON', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '10', 'withdrawMin': '20', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
141,ELON,True,True,Dogelon,0,0,0,0,0,0,0,False,False,"[{'network': 'BSC', 'coin': 'ELON', 'withdrawIntegerMultiple': '0.1', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '10000000', 'withdrawMin': '20000000', 'withdrawMax': '1000000000000', 'depositDust': '1', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'ELON', 'withdrawIntegerMultiple': '0.1', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '10000000', 'withdrawMin': '20000000', 'withdrawMax': '1000000000000', 'depositDust': '1', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
142,EOP,False,True,EOSpace,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'EOP', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '5', 'withdrawMin': '10', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
143,EOS,True,True,EOS,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'EOS', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.062', 'withdrawMin': '0.12', 'withdrawMax': '9999999999.99999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'EOS', 'coin': 'EOS', 'withdrawIntegerMultiple': '0.0001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'We have disabled deposits as our systems are currently undergoing maintenance.', 'withdrawDesc': 'The network is currently experiencing issues, withdrawals have been paused to prevent assets getting stuck in processing and/or loss of funds. Withdrawals for this asset will be resumed shortly.', 'specialTips': 'Please enter both MEMO and Address data, which are required to deposit EOS to your Binance account.', 'name': 'EOS', 'resetAddressStatus': False, 'addressRegex': '^[1-5a-z\\.]{1,12}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_,]{1,120}$', 'withdrawFee': '0.1', 'withdrawMin': '0.2', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'EOS', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BEP2 tokens to Binance.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.1', 'withdrawMin': '0.2', 'withdrawMax': '9999999999.99999999', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
144,GO,False,True,GoChain,0,0,0,0,0,0,0,False,False,"[{'network': 'GO', 'coin': 'GO', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': '', 'name': 'GoChain', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '1', 'withdrawMin': '2', 'withdrawMax': '10000000000', 'minConfirm': 30, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
145,NCASH,False,True,Nucleus Vision,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'NCASH', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '54613', 'withdrawMin': '109226', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
146,RIF,True,True,RSK Infrastructure Framework,0,0,0,0,0,0,0,False,True,"[{'network': 'RSK', 'coin': 'RIF', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'RSK', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '3', 'withdrawMin': '6', 'withdrawMax': '9999999', 'minConfirm': 12, 'unLockConfirm': 500, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
147,NSBT,False,True,Neutrino Token,0,0,0,0,0,0,0,False,False,"[{'network': 'WAVES', 'coin': 'NSBT', 'withdrawIntegerMultiple': '0.000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Waves', 'resetAddressStatus': False, 'addressRegex': '^(3P)[0-9A-Za-z]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.00073', 'withdrawMin': '0.0015', 'withdrawMax': '10000000000', 'minConfirm': 10, 'unLockConfirm': 90, 'sameAddress': False, 'estimatedArrivalTime': 15, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
148,SKL,True,True,SKALE Network,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'SKL', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '427', 'withdrawMin': '854', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
149,XDATA,False,False,Streamr XDATA,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'XDATA', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'Withdrawal for this token is not supported, please try other networks.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '286', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
150,GTC,True,True,Gitcoin,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'GTC', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '10', 'withdrawMin': '20', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
151,PEN,True,True,Peruvian sol,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'PEN', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
152,BLINK,True,True,Blockmason Link,0,0,0,0,0,0,0,False,False,"[{'network': 'BNB', 'coin': 'BLINK', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Please enter both MEMO and Address data, which are required to deposit BLINK BEP2 tokens to your Binance account.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '50', 'withdrawMin': '100', 'withdrawMax': '9999999999.99999999', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'BLINK', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': 'This deposit address supports ERC20 tokens. We will automatically convert your tokens to BEP2 tokens.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '50', 'withdrawMin': '100', 'withdrawMax': '9999999999.99999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
153,SOLO,True,True,Sologenic,0.37104326,0,0,0,0,0,0,False,False,"[{'network': 'BSC', 'coin': 'SOLO', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0.1', 'withdrawMax': '9999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
154,SXPDOWN,False,False,SXPDOWN,0,0,0,0,0,0,0,False,False,"[{'network': 'ETF', 'coin': 'SXPDOWN', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
155,TMT,True,True,Turkmenistani Manat,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'TMT', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
156,HC,False,False,HyperCash,0,0,0,0,0,0,0,False,False,"[{'network': 'HC', 'coin': 'HC', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Sorry, but this asset has been delisted. We cannot process deposits for this asset.', 'withdrawDesc': 'We have disabled withdrawals as our systems are currently undergoing maintenance.', 'specialTips': '', 'name': 'HyperCash', 'resetAddressStatus': False, 'addressRegex': '^[H][a-km-zA-HJ-NP-Z1-9]{26,35}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.005', 'withdrawMin': '0.01', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 30, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
157,SKY,False,False,Skycoin,0,0,0,0,0,0,0,False,False,"[{'network': 'SKY', 'coin': 'SKY', 'withdrawIntegerMultiple': '0.001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': 'Withdrawal for this token is not supported, please try other networks.', 'name': 'Skycoin', 'resetAddressStatus': False, 'addressRegex': '^[0-9A-Za-z]{26,35}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.02', 'withdrawMin': '0.04', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
158,BURGER,True,True,BurgerCities,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'BURGER', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.085', 'withdrawMin': '0.17', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'BURGER', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BEP2 tokens to Binance.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.14', 'withdrawMin': '0.28', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
159,NAS,False,True,Nebulas,0,0,0,0,0,0,0,False,False,"[{'network': 'NAS', 'coin': 'NAS', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': '', 'specialTips': '', 'name': 'Nebulas', 'resetAddressStatus': False, 'addressRegex': '^n1[a-zA-Z0-9]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.1', 'withdrawMin': '0.2', 'withdrawMax': '10000000000', 'minConfirm': 10, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
160,NAV,False,True,Navcoin,0,0,0,0,0,0,0,False,False,"[{'network': 'BSC', 'coin': 'NAV', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '1.78', 'withdrawMin': '3.56', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'NAV', 'coin': 'NAV', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'Deposit for this token is not supported, please try other networks.', 'withdrawDesc': '', 'specialTips': '', 'name': 'NAV Coin', 'resetAddressStatus': False, 'addressRegex': '((xN)[1-9A-HJ-NP-Za-km-z]{137})|^((N)[1-9A-HJ-NP-Za-km-z]{33})|((X|Y)[1-9A-HJ-NP-Za-km-z]{60})|((4)[1-9A-HJ-NP-Za-km-z]{88})$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.2', 'withdrawMin': '0.4', 'withdrawMax': '10000000000', 'minConfirm': 20, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
161,GTO,True,True,Gifto,0,0,0,0,0,0,0,False,True,"[{'network': 'BNB', 'coin': 'GTO', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Please enter both MEMO and Address data, which are required to deposit GTO BEP2 tokens to your Binance account.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '6.89', 'withdrawMin': '13', 'withdrawMax': '9999999999.99999999', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'GTO', 'withdrawIntegerMultiple': '0.00001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '165', 'withdrawMin': '330', 'withdrawMax': '9999999999.99999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
162,CLP,False,True,Chilean Peso,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'CLP', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
