,coin,depositAllEnable,withdrawAllEnable,name,free,locked,freeze,withdrawing,ipoing,ipoable,storage,isLegalMoney,trading,networkList
441,GAS,True,True,NeoGas,0,0,0,0,0,0,0,False,True,"[{'network': 'NEO3', 'coin': 'GAS', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'NEO N3', 'resetAddressStatus': False, 'addressRegex': '^(N)[A-Za-z0-9]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.05', 'withdrawMin': '0.1', 'withdrawMax': '9999999', 'minConfirm': 5, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': ''}, {'network': 'NEO', 'coin': 'GAS', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': 'The wallet is currently experiencing technical issues and we are working on getting this rectified. Withdrawals for this asset will be resumed shortly.', 'specialTips': '', 'name': 'Neo Legacy', 'resetAddressStatus': False, 'addressRegex': '^(A)[A-Za-z0-9]{33}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.005', 'withdrawMin': '1', 'withdrawMax': '10000000000', 'minConfirm': 1, 'unLockConfirm': 5, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
442,COVEROLD,False,True,COVER Protocol Old,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'COVEROLD', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': True, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.055', 'withdrawMin': '0.11', 'withdrawMax': '9999999999.99999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
443,AAVEDOWN,False,False,AAVEDOWN,0,0,0,0,0,0,0,False,False,"[{'network': 'ETF', 'coin': 'AAVEDOWN', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
444,THETA,True,True,Theta Token,0,0,0,0,0,0,0,False,True,"[{'network': 'THETA', 'coin': 'THETA', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'This address is for Mainnet token deposits only. Please do not deposit ERC20 tokens to this address.', 'name': 'Theta Token', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.12', 'withdrawMin': '0.24', 'withdrawMax': '10000000000', 'minConfirm': 10, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
445,BCHUP,False,False,BCHUP,0,0,0,0,0,0,0,False,False,"[{'network': 'ETF', 'coin': 'BCHUP', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
446,WAN,True,True,Wanchain,0,0,0,0,0,0,0,False,True,"[{'network': 'WAN', 'coin': 'WAN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Wanchain', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.1', 'withdrawMin': '0.2', 'withdrawMax': '10000000000', 'minConfirm': 30, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
447,ORN,True,True,Orion Protocol,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'ORN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.077', 'withdrawMin': '0.15', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'ORN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '3.11', 'withdrawMin': '6.22', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
448,PERL,True,True,Perlin,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'PERL', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '3.8', 'withdrawMin': '7.6', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'PERL', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Token has been upgraded to New contract, please do not deposit old tokens into your Binance wallet', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '152', 'withdrawMin': '304', 'withdrawMax': '9999999999.99999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
449,XLMDOWN,False,False,XLMDOWN,0,0,0,0,0,0,0,False,False,"[{'network': 'ETF', 'coin': 'XLMDOWN', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
450,NEXO,True,True,Nexo,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'NEXO', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '3.61', 'withdrawMin': '7.22', 'withdrawMax': '1000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'MATIC', 'coin': 'NEXO', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': False, 'depositDesc': '', 'withdrawDesc': 'We have disabled withdrawals as our systems are currently undergoing maintenance.', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Polygon', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.16', 'withdrawMin': '0.32', 'withdrawMax': '1000000000', 'minConfirm': 128, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 10, 'busy': False, 'country': 'BINANCE_BAHRAIN_BSC'}]"
451,MASK,True,True,Mask Network,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'MASK', 'withdrawIntegerMultiple': '0.01', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.069', 'withdrawMin': '0.14', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'MASK', 'withdrawIntegerMultiple': '1', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '2.76', 'withdrawMin': '5.52', 'withdrawMax': '9999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
452,AAVE,True,True,Aave,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'AAVE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0011', 'withdrawMin': '0.0022', 'withdrawMax': '10000000000', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'AAVE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BEP2 tokens to Binance.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.0018', 'withdrawMin': '0.0036', 'withdrawMax': '9999999999.99999999', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'AAVE', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.043', 'withdrawMin': '0.086', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
453,MNT,True,True,Mongolian Tughrik,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'MNT', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
454,GBP,True,True,Pound Sterling,0,0,0,0,0,0,0,True,True,"[{'network': 'FIAT_MONEY', 'coin': 'GBP', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
455,PERP,True,True,Perpetual Protocol,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'PERP', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.14', 'withdrawMin': '0.28', 'withdrawMax': '9999999999.99999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'PERP', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '28', 'withdrawMin': '56', 'withdrawMax': '9999999999.99999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
456,BYN,True,True,Belarusian Ruble,0,0,0,0,0,0,0,True,False,"[{'network': 'FIAT_MONEY', 'coin': 'BYN', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'FIAT', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '10000000000', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
457,1INCHUP,False,False,1INCHUP,0,0,0,0,0,0,0,False,False,"[{'network': 'ETF', 'coin': '1INCHUP', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
458,SXPUP,False,False,SXPUP,0,0,0,0,0,0,0,False,False,"[{'network': 'ETF', 'coin': 'SXPUP', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
459,YFIDOWN,False,False,YFIDOWN,0,0,0,0,0,0,0,False,False,"[{'network': 'ETF', 'coin': 'YFIDOWN', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'Not support deposit', 'withdrawDesc': 'Not support withdrawal', 'specialTips': '', 'name': 'ETF', 'resetAddressStatus': False, 'addressRegex': '', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '0', 'withdrawMax': '9999999999.99999999', 'minConfirm': 0, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False}]"
460,BOND,True,True,BarnBridge,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'BOND', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.4', 'withdrawMin': '0.8', 'withdrawMax': '9999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
461,YFI,True,True,yearn.finance,0,0,0,0,0,0,0,False,True,"[{'network': 'BSC', 'coin': 'YFI', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': 'The network you have selected is BSC. Please ensure that the withdrawal address supports the Binance Smart Chain network. You will lose your assets if the chosen platform does not support retrievals.', 'name': 'BNB Smart Chain (BEP20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.0000095', 'withdrawMin': '0.000019', 'withdrawMax': '9999999999.99999999', 'minConfirm': 15, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'BNB', 'coin': 'YFI', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': False, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': 'Both a MEMO and an Address are required to successfully deposit your BEP2 tokens to Binance.', 'name': 'BNB Beacon Chain (BEP2)', 'resetAddressStatus': False, 'addressRegex': '^(bnb1)[0-9a-z]{38}$', 'addressRule': '', 'memoRegex': '^[0-9A-Za-z\\-_]{1,120}$', 'withdrawFee': '0.000016', 'withdrawMin': '0.000032', 'withdrawMax': '9999999999.99999999', 'minConfirm': 1, 'unLockConfirm': 0, 'sameAddress': True, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}, {'network': 'ETH', 'coin': 'YFI', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.00038', 'withdrawMin': '0.00076', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
462,PERLOLD,False,False,Perlin Old Token,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'PERLOLD', 'withdrawIntegerMultiple': '0', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0', 'withdrawMin': '900', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
463,MOB,False,False,MobileCoin,0,0,0,0,0,0,0,False,True,"[{'network': 'MOB', 'coin': 'MOB', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'MobileCoin', 'resetAddressStatus': False, 'addressRegex': '^[A-Za-z0-9]{90,500}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '0.2', 'withdrawMin': '0.4', 'withdrawMax': '1000000000', 'minConfirm': 10, 'unLockConfirm': 20, 'sameAddress': False, 'estimatedArrivalTime': 10, 'busy': False}]"
464,MOD,False,False,Modum,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'MOD', 'withdrawIntegerMultiple': '1', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'specialTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '13', 'withdrawMin': '26', 'withdrawMax': '9999999999.99999999', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
465,BICO,True,True,Biconomy,0,0,0,0,0,0,0,False,True,"[{'network': 'ETH', 'coin': 'BICO', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': True, 'withdrawEnable': True, 'depositDesc': '', 'withdrawDesc': '', 'specialTips': '', 'specialWithdrawTips': '', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '7.65', 'withdrawMin': '15', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
466,OST,False,False,OST,0,0,0,0,0,0,0,False,False,"[{'network': 'ETH', 'coin': 'OST', 'withdrawIntegerMultiple': '0.00000001', 'isDefault': True, 'depositEnable': False, 'withdrawEnable': False, 'depositDesc': 'The wallet is currently undergoing maintenance. Your funds in transit are safe once confirmed on the blockchain and will be credited shortly after deposits have resumed.', 'withdrawDesc': 'The wallet is currently undergoing maintenance. Withdrawals for this asset will be resumed shortly.', 'name': 'Ethereum (ERC20)', 'resetAddressStatus': False, 'addressRegex': '^(0x)[0-9A-Fa-f]{40}$', 'addressRule': '', 'memoRegex': '', 'withdrawFee': '7730', 'withdrawMin': '15460', 'withdrawMax': '10000000000', 'minConfirm': 12, 'unLockConfirm': 0, 'sameAddress': False, 'estimatedArrivalTime': 5, 'busy': False, 'country': 'AE,BINANCE_BAHRAIN_BSC'}]"
